fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,kickReturnYards,kickReturnTDs,kickReturns,team,home_away,points,game_id,season,week,season_type
0,5,12,0,3,1,6,-3,0,2,24,5-9,0-0,526,160,8-13,12.3,366,50,7.3,0-0,1,1,0,15:19,,,,Northern Illinois,home,42,253272459,2005,13,regular
1,0,0,0,1,1,1,,,,19,7-16,0-2,289,190,26-42,4.4,104,32,3.3,0-0,2,0,2,21:20,,,,Western Michigan,away,7,253272459,2005,13,regular
1,0,24,0,2,0,3,21,0,1,11,6-17,1-2,196,182,15-41,3.9,36,22,1.6,0-0,1,0,1,17:23,,,,North Carolina,away,3,253300259,2005,13,regular
0,3,12,0,4,1,6,0,0,1,22,4-9,0-0,338,83,8-15,4.1,277,53,5.2,0-0,2,1,1,19:17,,,,Virginia Tech,home,30,253300259,2005,13,regular
1,0,,,,2,5,,,,17,8-18,0-2,407,326,16-29,10.2,111,41,2.7,0-0,0,0,0,18:58,,,,Virginia,away,17,253302390,2005,13,regular
0,2,59,0,5,1,7,,,,20,5-11,0-0,399,254,23-30,8.3,151,34,4.4,0-0,1,1,0,17:42,,,,Miami,home,25,253302390,2005,13,regular
1,2,6,0,5,1,3,,,,14,3-15,1-4,202,136,17-37,3.7,66,29,2.3,0-0,2,1,1,16:00,,,,Louisiana Monroe,home,21,253302433,2005,13,regular
1,6,59,0,5,0,10,53,1,1,23,5-13,1-1,425,82,8-14,5.9,343,57,6.0,0-0,1,1,0,20:04,,,,Louisiana,away,54,253302433,2005,13,regular
0,3,0,0,4,0,10,205,4,5,26,11-16,0-1,380,114,10-20,5.7,266,52,5.1,0-0,1,0,1,12:08,,,,Florida International,away,52,253302226,2005,13,regular
0,0,0,0,2,1,0,0,0,1,16,5-14,0-0,254,188,14-28,6.1,82,34,2.4,0-0,5,0,5,00:00,,,,Florida Atlantic,home,6,253302226,2005,13,regular
3,2,,,,5,7,13,0,1,34,5-7,0-0,588,335,25-39,8.4,262,39,6.7,0-0,4,3,1,18:15,,,,Hawai'i,home,49,253370062,2005,14,regular
3,1,0,0,2,,8,15,0,1,31,12-17,1-2,554,426,33-51,8.3,133,37,3.6,0-0,4,3,1,18:25,,,,San Diego State,away,38,253370062,2005,14,regular
0,1,0,0,1,3,7,13,0,2,24,3-13,4-4,423,338,27-38,8.3,107,38,2.8,0-0,0,0,0,20:52,,,,Middle Tennessee,away,31,253372229,2005,14,regular
0,3,27,0,4,2,5,,,,23,3-8,0-0,438,324,22-32,9.8,124,24,5.2,0-0,2,0,2,15:09,,,,Florida International,home,35,253372229,2005,14,regular
0,6,12,0,2,0,6,,,,24,5-11,1-2,531,48,3-6,6.8,490,58,8.4,0-0,1,1,0,07:02,,,,Navy,away,42,253370349,2005,14,regular
1,0,1,0,2,3,5,,,,20,7-16,2-2,337,280,23-35,7.3,82,34,2.4,0-0,0,0,0,11:49,,,,Army,home,23,253370349,2005,14,regular
4,3,6,0,3,2,14,71,0,2,23,6-15,0-0,401,219,13-20,10.3,196,48,4.1,0-0,0,0,0,21:26,,,,Tulsa,away,44,253372116,2005,14,regular
0,1,82,1,2,1,,,,,17,6-14,1-2,339,221,13-27,7.0,149,35,4.3,0-0,6,4,2,15:13,,,,UCF,home,27,253372116,2005,14,regular
5,3,0,0,4,1,6,,,,23,5-16,0-3,471,292,16-25,10.8,200,51,3.9,0-0,2,1,1,18:22,,,,Louisville,away,30,253370041,2005,14,regular
1,0,13,0,3,3,2,0,0,1,21,7-17,1-1,342,277,18-32,8.0,87,38,2.3,0-0,5,5,0,18:17,,,,Connecticut,home,20,253370041,2005,14,regular
0,3,,,,1,4,4,0,3,16,5-11,1-1,394,89,5-10,8.9,305,44,6.9,0-0,2,1,1,17:33,,,,West Virginia,away,28,253370058,2005,14,regular
1,1,18,0,1,0,,0,0,1,23,9-19,2-5,370,227,19-38,5.8,149,43,3.5,0-0,3,0,3,20:15,,,,South Florida,home,13,253370058,2005,14,regular
0,2,23,0,4,1,4,,,,24,9-20,0-1,376,373,26-52,6.4,41,31,1.3,0-0,2,1,1,21:12,,,,Virginia Tech,away,22,253370259,2005,14,regular
1,1,98,1,3,1,9,0,0,1,15,3-13,0-0,272,228,21-35,6.4,47,24,2.0,0-0,0,0,0,15:08,,,,Florida State,home,27,253370259,2005,14,regular
0,1,20,0,6,2,10,15,1,2,16,5-12,0-1,250,118,6-12,9.3,138,42,3.3,0-0,0,0,0,17:29,,,,Georgia,away,34,253370099,2005,14,regular
0,1,0,0,2,1,2,,,,18,5-12,0-2,230,212,14-30,5.2,74,36,2.1,0-0,2,0,2,19:11,,,,LSU,home,14,253370099,2005,14,regular
3,5,42,1,8,3,10,11,0,1,26,7-16,0-1,486,218,16-19,11.5,268,57,4.7,0-0,1,0,1,22:05,,,,Texas,away,70,253370251,2005,14,regular
0,0,3,0,2,0,3,21,0,1,12,3-14,1-2,191,109,15-32,3.4,82,26,3.2,0-0,4,3,1,14:33,,,,Colorado,home,3,253370251,2005,14,regular
1,1,,,,1,7,11,0,1,19,2-15,3-4,275,169,14-32,4.6,129,33,3.9,0-0,4,4,0,00:00,,,,UCLA,away,19,253370030,2005,14,regular
4,5,1,0,1,3,12,,,,35,10-16,4-5,679,253,23-44,5.7,430,51,8.4,0-0,2,1,1,18:00,,,,USC,home,66,253370030,2005,14,regular
2,2,0,0,1,3,10,35,0,3,22,7-17,1-2,398,261,13-22,11.4,147,53,2.8,0-0,1,1,0,22:20,,,,Louisiana Tech,away,40,253360278,2005,14,regular
1,0,7,0,3,3,4,,,,25,3-12,5-7,444,358,33-54,6.6,86,24,3.6,0-0,5,2,3,14:10,,,,Fresno State,home,28,253360278,2005,14,regular
0,3,0,0,2,1,7,,,,27,5-14,1-1,518,429,30-52,7.9,105,32,3.3,0-0,2,1,1,16:34,,,,Akron,away,31,253352459,2005,14,regular
1,2,13,0,3,1,12,0,0,1,19,6-15,0-0,360,137,7-17,6.5,250,52,4.8,0-0,0,0,0,19:43,,,,Northern Illinois,home,30,253352459,2005,14,regular
0,0,25,0,3,1,4,,,,18,3-12,1-2,329,258,16-36,6.3,103,24,4.3,0-0,0,0,0,13:03,,,,Texas Tech,away,10,260020333,2005,1,postseason
0,0,8,0,3,1,7,,,,21,8-18,1-1,420,275,19-31,8.9,145,44,3.3,0-0,0,0,0,23:38,,,,Alabama,home,13,260020333,2005,1,postseason
0,0,48,0,3,3,6,,,,20,5-15,1-2,343,246,15-37,5.8,127,30,4.2,0-0,5,2,3,14:37,,,,Louisville,away,24,260020259,2005,1,postseason
2,1,13,0,2,2,9,79,1,3,21,5-14,1-1,390,231,11-21,9.7,187,48,3.9,0-0,0,0,0,21:55,,,,Virginia Tech,home,35,260020259,2005,1,postseason
3,4,19,0,2,1,8,,,,27,7-14,2-2,502,134,11-14,8.6,382,63,6.1,0-0,0,0,0,21:58,,,,West Virginia,away,38,260020061,2005,1,postseason
0,2,31,0,3,3,5,,,,27,5-10,1-1,501,277,20-33,8.4,224,28,8.0,0-0,3,3,0,14:42,,,,Georgia,home,35,260020061,2005,1,postseason
1,1,5,0,3,2,6,0,0,1,24,7-15,0-0,548,315,15-27,11.1,247,42,5.9,0-0,2,2,0,18:48,,,,Wisconsin,away,24,260020002,2005,1,postseason
2,0,10,0,2,1,4,,,,18,4-14,1-2,236,175,15-33,4.2,99,35,2.8,0-0,2,1,1,17:51,,,,Auburn,home,10,260020002,2005,1,postseason
3,3,0,0,1,0,2,,,,22,8-17,1-2,348,327,29-45,6.4,62,28,2.2,0-0,0,0,0,17:57,,,,Notre Dame,away,20,260020194,2005,1,postseason
0,2,20,0,3,2,10,,,,27,8-12,0-0,617,355,19-28,12.2,275,36,7.6,0-0,3,3,0,18:43,,,,Ohio State,home,34,260020194,2005,1,postseason
0,3,0,0,1,1,7,1,0,2,20,4-9,0-1,430,234,18-27,8.7,196,28,7.0,0-0,1,1,0,10:39,,,,Tulsa,home,31,253650278,2005,1,postseason
1,2,-6,0,3,1,6,,,,22,11-18,1-2,421,213,19-30,7.1,208,47,4.4,0-0,2,0,2,14:23,,,,Fresno State,away,24,253650278,2005,1,postseason
2,0,26,0,5,0,,,,,15,6-18,1-3,295,206,10-30,5.3,136,44,3.1,0-0,4,3,1,17:38,,,,South Florida,away,0,253650152,2005,1,postseason
3,1,16,0,6,1,2,0,0,1,14,3-16,0-1,300,144,9-19,6.7,173,47,3.7,0-0,2,2,0,19:01,,,,NC State,home,14,253650152,2005,1,postseason
2,0,,,,3,2,0,0,1,12,3-13,0-1,288,295,20-33,7.7,34,25,1.4,0-0,4,2,2,16:09,,,,Iowa State,home,24,253650066,2005,1,postseason
2,2,76,0,5,1,9,0,0,2,21,5-16,0-1,410,316,21-33,8.3,135,46,2.9,0-0,3,2,1,20:31,,,,TCU,away,27,253650066,2005,1,postseason
1,2,29,0,4,2,7,0,0,1,21,5-13,1-1,408,274,20-38,7.0,142,32,4.4,0-0,3,0,3,19:19,,,,South Carolina,away,31,253640142,2005,1,postseason
0,3,0,0,1,1,8,103,1,3,21,5-19,4-5,504,301,23-43,7.0,203,40,5.1,0-0,2,1,1,17:20,,,,Missouri,home,38,253640142,2005,1,postseason
1,0,6,0,4,3,9,12,0,2,20,8-20,1-1,383,268,19-36,7.1,127,43,3.0,0-0,1,0,1,20:55,,,,Boston College,home,27,253620103,2005,1,postseason
0,1,151,1,7,1,3,3,0,1,18,4-16,1-4,360,339,23-41,7.7,43,27,1.6,0-0,3,1,2,15:43,,,,Boise State,away,21,253620103,2005,1,postseason
1,2,18,0,3,4,7,12,0,1,33,2-10,0-0,679,473,23-35,13.3,212,45,4.7,0-0,3,3,0,17:24,,,,Arizona State,away,45,253610164,2005,1,postseason
3,1,0,0,1,3,16,,,,24,3-11,1-1,532,374,24-38,9.8,158,32,4.9,0-0,2,1,1,19:16,,,,Rutgers,home,40,253610164,2005,1,postseason
0,2,7,0,4,0,7,,,,17,5-14,0-0,365,224,21-29,7.1,160,38,4.2,0-0,1,0,1,21:11,,,,Clemson,away,19,253610038,2005,1,postseason
0,0,20,0,2,1,4,19,0,1,10,2-14,1-1,124,136,11-24,4.5,17,29,0.6,0-0,0,0,0,15:30,,,,Colorado,home,10,253610038,2005,1,postseason
0,4,39,0,6,0,12,,,,21,5-14,0-0,516,170,7-14,12.1,346,58,6.0,0-0,1,1,0,18:10,,,,Memphis,away,38,253602006,2005,1,postseason
1,0,,,,4,7,,,,24,8-18,0-1,502,477,34-59,7.7,47,23,2.0,0-0,0,0,0,18:37,,,,Akron,home,31,253602006,2005,1,postseason
0,6,2,0,2,1,7,36,0,1,30,8-13,0-0,623,261,22-32,7.9,369,51,7.2,0-0,2,1,1,18:38,,,,Nevada,away,49,253582116,2005,1,postseason
1,3,,,,3,,12,0,1,30,7-14,0-0,555,329,19-36,8.4,254,44,5.8,0-0,1,0,1,18:05,,,,UCF,home,48,253582116,2005,1,postseason
0,0,108,1,6,4,6,45,1,3,29,4-11,0-1,538,342,21-32,10.6,198,39,5.1,0-0,2,2,0,20:04,,,,Kansas,away,42,253570248,2005,1,postseason
2,1,5,0,2,0,7,,,,15,3-14,1-1,244,225,20-44,4.9,30,24,1.3,0-0,3,0,3,16:00,,,,Houston,home,13,253570248,2005,1,postseason
1,1,,,,3,6,27,0,1,26,7-13,0-2,572,456,28-39,11.1,141,34,4.1,0-0,0,0,0,18:44,,,,Colorado State,away,30,253562426,2005,1,postseason
0,5,14,0,3,2,9,,,,33,3-10,2-4,611,144,5-11,13.1,467,69,6.8,0-0,2,1,1,17:56,,,,Navy,home,51,253562426,2005,1,postseason
0,1,3,0,1,3,4,,,,27,6-14,2-3,446,357,35-53,6.6,94,27,3.5,0-0,2,0,2,20:22,,,,BYU,away,28,253560025,2005,1,postseason
0,3,,,,2,5,25,0,2,26,5-11,0-0,469,233,16-23,9.9,241,43,5.6,0-0,0,0,0,16:38,,,,California,home,35,253560025,2005,1,postseason
1,0,1,0,1,1,7,16,0,2,16,6-18,2-3,255,220,17-41,4.7,63,28,2.3,0-0,2,0,2,17:05,,,,UTEP,home,13,253552638,2005,1,postseason
0,0,4,0,2,5,9,37,1,2,25,7-12,3-3,468,304,19-32,9.5,164,39,4.2,0-0,3,1,2,19:16,,,,Toledo,away,45,253552638,2005,1,postseason
2,1,12,0,2,1,5,,,,16,4-13,0-0,332,244,10-19,11.2,119,40,3.0,0-0,3,2,1,15:36,,,,Arkansas State,home,19,253542032,2005,1,postseason
2,2,0,0,3,2,7,0,0,1,25,7-14,0-2,445,253,17-32,7.9,192,50,3.8,0-0,2,2,0,21:04,,,,Southern Mississippi,away,31,253542032,2005,1,postseason
1,4,0,0,1,1,8,,,,30,8-14,1-3,574,380,29-41,8.9,209,41,5.1,0-0,2,1,1,19:20,,,,USC,away,38,260040030,2005,1,postseason
1,4,19,0,2,0,9,0,0,1,30,3-11,1-2,556,267,30-40,6.7,289,36,8.0,0-0,1,1,0,17:19,,,,Texas,home,41,260040030,2005,1,postseason
1,1,180,1,8,1,5,8,0,1,12,3-17,0-1,284,274,24-43,6.0,26,26,1.0,0-0,1,0,1,15:36,,,,Florida State,home,23,260030052,2005,1,postseason
0,2,5,0,6,1,6,18,0,1,23,8-21,0-0,391,271,21-39,6.5,138,48,2.9,0-0,2,1,1,20:56,,,,Penn State,away,26,260030052,2005,1,postseason
0,0,32,1,4,2,7,60,1,1,26,9-18,1-3,447,283,25-40,6.9,169,42,4.0,0-0,1,1,0,21:40,,,,Florida,home,31,260020057,2005,1,postseason
1,0,2,0,2,3,6,,,,23,8-18,0-0,410,349,32-55,6.3,64,20,3.2,0-0,1,0,1,15:15,,,,Iowa,away,24,260020057,2005,1,postseason
0,1,72,0,7,3,4,0,0,2,23,5-17,1-2,400,281,21-43,6.3,130,42,3.1,0-0,4,3,1,19:21,,,,Michigan,away,28,253620158,2005,1,postseason
3,1,32,0,5,3,6,0,0,1,16,4-16,0-1,318,194,14-31,5.4,151,37,4.1,0-0,2,0,2,17:19,,,,Nebraska,home,32,253620158,2005,1,postseason
1,1,0,0,2,1,2,,,,17,5-18,2-3,327,262,25-44,5.5,84,32,2.6,0-0,1,0,1,19:23,,,,Oregon,away,14,253630201,2005,1,postseason
0,1,44,0,4,1,5,0,0,1,19,6-16,0-0,357,229,17-30,7.6,132,40,3.2,0-0,2,1,1,17:17,,,,Oklahoma,home,17,253630201,2005,1,postseason
0,0,-2,0,3,1,4,7,0,2,20,7-18,0-2,385,276,18-38,6.8,127,37,3.4,0-0,2,0,2,17:53,,,,Georgia Tech,away,10,253630254,2005,1,postseason
0,1,5,0,7,4,6,55,0,2,31,5-13,2-2,550,394,30-42,9.1,169,35,4.8,0-0,2,0,2,18:37,,,,Utah,home,38,253630254,2005,1,postseason
0,0,0,0,1,0,3,,,,6,1-12,0-1,153,128,10-23,4.3,53,23,2.3,0-0,1,0,1,12:52,,,,Miami,away,3,253640099,2005,1,postseason
0,2,46,0,8,2,16,15,0,1,26,8-17,1-2,468,216,13-22,8.9,272,56,4.9,0-0,0,0,0,23:48,,,,LSU,home,40,253640099,2005,1,postseason
1,1,12,0,5,2,8,65,2,3,33,5-20,4-5,584,416,38-70,5.9,168,32,5.3,0-0,3,1,2,18:50,,,,Northwestern,away,38,253640026,2005,1,postseason
1,2,20,0,1,3,5,0,0,2,24,4-13,1-2,453,148,10-24,6.0,310,50,6.2,0-0,4,1,3,18:17,,,,UCLA,home,50,253640026,2005,1,postseason
0,2,8,0,3,2,10,0,0,1,20,6-11,0-0,468,369,26-33,11.1,103,30,3.4,0-0,2,1,1,16:22,,,,Virginia,away,34,253640258,2005,1,postseason
1,0,13,0,2,4,7,2,0,1,24,11-18,1-2,461,263,18-28,9.4,198,51,3.9,0-0,1,0,1,20:16,,,,Minnesota,home,31,253640258,2005,1,postseason
